Gene,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
queA,1,1,1,1,1,1,1,1
group_5511,1,1,1,1,1,1,1,1
hsiH1,1,1,1,1,1,1,1,1
triB,1,1,1,1,1,1,1,1
mltG,1,1,1,1,1,1,1,1
group_5492,1,1,1,1,1,1,1,1
murG,1,1,1,1,1,1,1,1
group_5480,1,1,1,1,1,1,1,1
rlmM,1,1,1,1,1,1,1,1
perM,1,1,1,1,1,1,1,1
group_5457,1,1,1,1,1,1,1,1
bioB,1,1,1,1,1,1,1,1
rfbB,1,1,1,1,1,1,1,1
blaOXA~~~blaOXA904,1,1,1,1,1,1,1,1
epd,1,1,1,1,1,1,1,1
group_5434,1,1,1,1,1,1,1,1
lpxD,1,1,1,1,1,1,1,1
fba,1,1,1,1,1,1,1,1
truD,1,1,1,1,1,1,1,1
group_5331,1,1,1,1,1,1,1,1
group_5309,1,1,1,1,1,1,1,1
group_5304,1,1,1,1,1,1,1,1
hppD,1,1,1,1,1,1,1,1
group_5299,1,1,1,1,1,1,1,1
group_5297,1,1,1,1,1,1,1,1
group_5296,1,1,1,1,1,1,1,1
group_5295,1,1,1,1,1,1,1,1
ntrB,1,1,1,1,1,1,1,1
group_5215,1,1,1,1,1,1,1,1
group_5207,1,1,1,1,1,1,1,1
prfA,1,1,1,1,1,1,1,1
group_5196,1,1,1,1,1,1,1,1
ansB,1,1,1,1,1,1,1,1
group_5111,1,1,1,1,1,1,1,1
group_5079,1,1,1,1,1,1,1,1
group_5078,1,1,1,1,1,1,1,1
group_5077,1,1,1,1,1,1,1,1
group_5075,1,1,1,1,1,1,1,1
mcpN,1,1,1,1,1,1,1,1
group_5074,1,1,1,1,1,1,1,1
group_5071,1,1,1,1,1,1,1,1
group_5068,1,1,1,1,1,1,1,1
patZN,1,1,1,1,1,1,1,1
group_5058,1,1,1,1,1,1,1,1
group_5050,1,1,1,1,1,1,1,1
ribBA,1,1,1,1,1,1,1,1
group_5045,1,1,1,1,1,1,1,1
metN1,1,1,1,1,1,1,1,1
coxB,1,1,1,1,1,1,1,1
group_5022,1,1,1,1,1,1,1,1
group_5019,1,1,1,1,1,1,1,1
group_5016,1,1,1,1,1,1,1,1
group_5014,1,1,1,1,1,1,1,1
group_5013,1,1,1,1,1,1,1,1
spuD,1,1,1,1,1,1,1,1
mexJ,1,1,1,1,1,1,1,1
group_4994,1,1,1,1,1,1,1,1
group_4988,1,1,1,1,1,1,1,1
group_4981,1,1,1,1,1,1,1,1
group_4968,1,1,1,1,1,1,1,1
group_4967,1,1,1,1,1,1,1,1
group_4933,1,1,1,1,1,1,1,1
group_4921,1,1,1,1,1,1,1,1
recF,1,1,1,1,1,1,1,1
wcaA,1,1,1,1,1,1,1,1
group_4906,1,1,1,1,1,1,1,1
lys2b,1,1,1,1,1,1,1,1
group_4895,1,1,1,1,1,1,1,1
ispG,1,1,1,1,1,1,1,1
fkpA,1,1,1,1,1,1,1,1
group_4844,1,1,1,1,1,1,1,1
menH~~~poxA,1,1,1,1,1,1,1,1
lptF,1,1,1,1,1,1,1,1
group_4837,1,1,1,1,1,1,1,1
hutU,1,1,1,1,1,1,1,1
group_4824,1,1,1,1,1,1,1,1
fabH,1,1,1,1,1,1,1,1
group_4811,1,1,1,1,1,1,1,1
group_4806,1,1,1,1,1,1,1,1
group_4805,1,1,1,1,1,1,1,1
group_4804,1,1,1,1,1,1,1,1
pdxY,1,1,1,1,1,1,1,1
livK,1,1,1,1,1,1,1,1
group_4771,1,1,1,1,1,1,1,1
nhoA,1,1,1,1,1,1,1,1
group_4757,1,1,1,1,1,1,1,1
group_4756,1,1,1,1,1,1,1,1
prpC,1,1,1,1,1,1,1,1
group_4755,1,1,1,1,1,1,1,1
group_4752,1,1,1,1,1,1,1,1
group_4748,1,1,1,1,1,1,1,1
group_4745,1,1,1,1,1,1,1,1
rmuC,1,1,1,1,1,1,1,1
group_4743,1,1,1,1,1,1,1,1
group_4727,1,1,1,1,1,1,1,1
group_4721,1,1,1,1,1,1,1,1
dnaJ,1,1,1,1,1,1,1,1
group_4680,1,1,1,1,1,1,1,1
yecA,1,1,1,1,1,1,1,1
carA,1,1,1,1,1,1,1,1
rlmN,1,1,1,1,1,1,1,1
phoD,1,1,1,1,1,1,1,1
xcpX~~~gspK,1,1,1,1,1,1,1,1
ridA,1,1,1,1,1,1,1,1
group_4562,1,1,1,1,1,1,1,1
lldD,1,1,1,1,1,1,1,1
rodA,1,1,1,1,1,1,1,1
group_4546,1,1,1,1,1,1,1,1
group_4510,1,1,1,1,1,1,1,1
kynA,1,1,1,1,1,1,1,1
cobK,1,1,1,1,1,1,1,1
group_4498,1,1,1,1,1,1,1,1
group_4497,1,1,1,1,1,1,1,1
cbiD,1,1,1,1,1,1,1,1
yejM,1,1,1,1,1,1,1,1
group_4486,1,1,1,1,1,1,1,1
group_4485,1,1,1,1,1,1,1,1
group_4484,1,1,1,1,1,1,1,1
adaB,1,1,1,1,1,1,1,1
dinB,1,1,1,1,1,1,1,1
group_4474,1,1,1,1,1,1,1,1
hslJ,1,1,1,1,1,1,1,1
group_4465,1,1,1,1,1,1,1,1
group_4464,1,1,1,1,1,1,1,1
group_4461,1,1,1,1,1,1,1,1
group_4456,1,1,1,1,1,1,1,1
group_4449,1,1,1,1,1,1,1,1
group_4448,1,1,1,1,1,1,1,1
pqsA,1,1,1,1,1,1,1,1
cobG,1,1,1,1,1,1,1,1
group_4444,1,1,1,1,1,1,1,1
pheA~~~aroQ,1,1,1,1,1,1,1,1
group_4439,1,1,1,1,1,1,1,1
group_4438,1,1,1,1,1,1,1,1
group_4431,1,1,1,1,1,1,1,1
fMR2,1,1,1,1,1,1,1,1
group_4428,1,1,1,1,1,1,1,1
group_4427,1,1,1,1,1,1,1,1
group_4419,1,1,1,1,1,1,1,1
group_4413,1,1,1,1,1,1,1,1
group_4412,1,1,1,1,1,1,1,1
acyP,1,1,1,1,1,1,1,1
group_4411,1,1,1,1,1,1,1,1
aprD,1,1,1,1,1,1,1,1
dacC,1,1,1,1,1,1,1,1
chlI,1,1,1,1,1,1,1,1
pqsB,1,1,1,1,1,1,1,1
group_4406,1,1,1,1,1,1,1,1
group_4403,1,1,1,1,1,1,1,1
antB,1,1,1,1,1,1,1,1
eutG~~~fadM,1,1,1,1,1,1,1,1
group_4398,1,1,1,1,1,1,1,1
group_4396,1,1,1,1,1,1,1,1
group_4393,1,1,1,1,1,1,1,1
group_4387,1,1,1,1,1,1,1,1
group_4386,1,1,1,1,1,1,1,1
pgk,1,1,1,1,1,1,1,1
alkB1,1,1,1,1,1,1,1,1
group_4383,1,1,1,1,1,1,1,1
group_4380,1,1,1,1,1,1,1,1
piuC,1,1,1,1,1,1,1,1
sucC,1,1,1,1,1,1,1,1
group_4370,1,1,1,1,1,1,1,1
eGL9,1,1,1,1,1,1,1,1
group_4367,1,1,1,1,1,1,1,1
group_4366,1,1,1,1,1,1,1,1
group_4357,1,1,1,1,1,1,1,1
group_4353,1,1,1,1,1,1,1,1
mauG,1,1,1,1,1,1,1,1
group_4348,1,1,1,1,1,1,1,1
pqsC,1,1,1,1,1,1,1,1
group_4346,1,1,1,1,1,1,1,1
acrR~~~nalC,1,1,1,1,1,1,1,1
pelF,1,1,1,1,1,1,1,1
group_4332,1,1,1,1,1,1,1,1
gacS~~~hAMP,1,1,1,1,1,1,1,1
group_4331,1,1,1,1,1,1,1,1
group_4329,1,1,1,1,1,1,1,1
group_4326,1,1,1,1,1,1,1,1
group_4318,1,1,1,1,1,1,1,1
group_4317,1,1,1,1,1,1,1,1
group_4312,1,1,1,1,1,1,1,1
fadA,1,1,1,1,1,1,1,1
group_4304,1,1,1,1,1,1,1,1
group_4303,1,1,1,1,1,1,1,1
group_4299,1,1,1,1,1,1,1,1
cafA,1,1,1,1,1,1,1,1
group_4295,1,1,1,1,1,1,1,1
plcH,1,1,1,1,1,1,1,1
sfnG,1,1,1,1,1,1,1,1
group_4285,1,1,1,1,1,1,1,1
group_4283,1,1,1,1,1,1,1,1
group_4282,1,1,1,1,1,1,1,1
group_4278,1,1,1,1,1,1,1,1
group_4277,1,1,1,1,1,1,1,1
group_4269,1,1,1,1,1,1,1,1
folE2,1,1,1,1,1,1,1,1
group_4268,1,1,1,1,1,1,1,1
entD,1,1,1,1,1,1,1,1
group_4261,1,1,1,1,1,1,1,1
group_4259,1,1,1,1,1,1,1,1
group_4258,1,1,1,1,1,1,1,1
dksA,1,1,1,1,1,1,1,1
ampR,1,1,1,1,1,1,1,1
group_4257,1,1,1,1,1,1,1,1
pqsD,1,1,1,1,1,1,1,1
virJ,1,1,1,1,1,1,1,1
group_4249,1,1,1,1,1,1,1,1
group_4244,1,1,1,1,1,1,1,1
quiP,1,1,1,1,1,1,1,1
group_4242,1,1,1,1,1,1,1,1
xcpZ,1,1,1,1,1,1,1,1
ackA,1,1,1,1,1,1,1,1
group_4241,1,1,1,1,1,1,1,1
benD,1,1,1,1,1,1,1,1
group_4237,1,1,1,1,1,1,1,1
efeB,1,1,1,1,1,1,1,1
group_4234,1,1,1,1,1,1,1,1
group_4233,1,1,1,1,1,1,1,1
group_4232,1,1,1,1,1,1,1,1
choX,1,1,1,1,1,1,1,1
group_4228,1,1,1,1,1,1,1,1
sdsA1,1,1,1,1,1,1,1,1
group_4223,1,1,1,1,1,1,1,1
group_4222,1,1,1,1,1,1,1,1
group_4213,1,1,1,1,1,1,1,1
group_4212,1,1,1,1,1,1,1,1
group_4208,1,1,1,1,1,1,1,1
impA,1,1,1,1,1,1,1,1
rluC,1,1,1,1,1,1,1,1
group_4201,1,1,1,1,1,1,1,1
bamC,1,1,1,1,1,1,1,1
metK,1,1,1,1,1,1,1,1
group_4186,1,1,1,1,1,1,1,1
group_4175,1,1,1,1,1,1,1,1
murB,1,1,1,1,1,1,1,1
group_4170,1,1,1,1,1,1,1,1
plcR,1,1,1,1,1,1,1,1
group_4164,1,1,1,1,1,1,1,1
group_4161,1,1,1,1,1,1,1,1
group_4160,1,1,1,1,1,1,1,1
group_4158,1,1,1,1,1,1,1,1
group_4157,1,1,1,1,1,1,1,1
group_4155,1,1,1,1,1,1,1,1
group_4154,1,1,1,1,1,1,1,1
group_4147,1,1,1,1,1,1,1,1
group_4146,1,1,1,1,1,1,1,1
pGRP,1,1,1,1,1,1,1,1
group_4145,1,1,1,1,1,1,1,1
fabV,1,1,1,1,1,1,1,1
group_4140,1,1,1,1,1,1,1,1
group_4135,1,1,1,1,1,1,1,1
group_4134,1,1,1,1,1,1,1,1
group_4133,1,1,1,1,1,1,1,1
group_4128,1,1,1,1,1,1,1,1
group_4126,1,1,1,1,1,1,1,1
group_4125,1,1,1,1,1,1,1,1
cobW,1,1,1,1,1,1,1,1
group_4123,1,1,1,1,1,1,1,1
pxpA~~~pxpA1,1,1,1,1,1,1,1,1
nadC,1,1,1,1,1,1,1,1
group_4113,1,1,1,1,1,1,1,1
group_4112,1,1,1,1,1,1,1,1
group_4111,1,1,1,1,1,1,1,1
zigA,1,1,1,1,1,1,1,1
eco,1,1,1,1,1,1,1,1
blaPDC33~~~blaPDC5,1,1,1,1,1,1,1,1
group_4106,1,1,1,1,1,1,1,1
ftsW,1,1,1,1,1,1,1,1
pqsE,1,1,1,1,1,1,1,1
group_4105,1,1,1,1,1,1,1,1
group_4104,1,1,1,1,1,1,1,1
mdrR1,1,1,1,1,1,1,1,1
group_4099,1,1,1,1,1,1,1,1
group_4097,1,1,1,1,1,1,1,1
sufE,1,1,1,1,1,1,1,1
group_4094,1,1,1,1,1,1,1,1
group_4088,1,1,1,1,1,1,1,1
group_4085,1,1,1,1,1,1,1,1
mexD,1,1,1,1,1,1,1,1
wspC,1,1,1,1,1,1,1,1
prpB,1,1,1,1,1,1,1,1
group_4081,1,1,1,1,1,1,1,1
benC,1,1,1,1,1,1,1,1
group_4076,1,1,1,1,1,1,1,1
group_4073,1,1,1,1,1,1,1,1
pdxH,1,1,1,1,1,1,1,1
group_4071,1,1,1,1,1,1,1,1
group_4070,1,1,1,1,1,1,1,1
nirD,1,1,1,1,1,1,1,1
dctA1,1,1,1,1,1,1,1,1
group_4069,1,1,1,1,1,1,1,1
group_4068,1,1,1,1,1,1,1,1
betC,1,1,1,1,1,1,1,1
group_4064,1,1,1,1,1,1,1,1
ywnB,1,1,1,1,1,1,1,1
group_4058,1,1,1,1,1,1,1,1
nuoA2,1,1,1,1,1,1,1,1
mnhG,1,1,1,1,1,1,1,1
erfK,1,1,1,1,1,1,1,1
oprD,1,1,1,1,1,1,1,1
bioF,1,1,1,1,1,1,1,1
group_4035,1,1,1,1,1,1,1,1
group_4032,1,1,1,1,1,1,1,1
group_4027,1,1,1,1,1,1,1,1
group_4026,1,1,1,1,1,1,1,1
group_4025,1,1,1,1,1,1,1,1
group_4024,1,1,1,1,1,1,1,1
group_4023,1,1,1,1,1,1,1,1
group_4018,1,1,1,1,1,1,1,1
yiijF,1,1,1,1,1,1,1,1
csd,1,1,1,1,1,1,1,1
dapC,1,1,1,1,1,1,1,1
group_3993,1,1,1,1,1,1,1,1
group_3990,1,1,1,1,1,1,1,1
group_3987,1,1,1,1,1,1,1,1
rfaD,1,1,1,1,1,1,1,1
group_3985,1,1,1,1,1,1,1,1
rIO1,1,1,1,1,1,1,1,1
lpxO,1,1,1,1,1,1,1,1
group_3979,1,1,1,1,1,1,1,1
group_3978,1,1,1,1,1,1,1,1
group_3977,1,1,1,1,1,1,1,1
group_3973,1,1,1,1,1,1,1,1
nqrB,1,1,1,1,1,1,1,1
metZ,1,1,1,1,1,1,1,1
group_3969,1,1,1,1,1,1,1,1
qcrB,1,1,1,1,1,1,1,1
group_3967,1,1,1,1,1,1,1,1
group_3964,1,1,1,1,1,1,1,1
group_3962,1,1,1,1,1,1,1,1
grpB,1,1,1,1,1,1,1,1
catC,1,1,1,1,1,1,1,1
group_3958,1,1,1,1,1,1,1,1
nagA,1,1,1,1,1,1,1,1
group_3956,1,1,1,1,1,1,1,1
group_3955,1,1,1,1,1,1,1,1
waaA,1,1,1,1,1,1,1,1
group_3951,1,1,1,1,1,1,1,1
wbbJ,1,1,1,1,1,1,1,1
feaR,1,1,1,1,1,1,1,1
brkB,1,1,1,1,1,1,1,1
iscS,1,1,1,1,1,1,1,1
rof,1,1,1,1,1,1,1,1
cheY~~~sagS,1,1,1,1,1,1,1,1
abgB,1,1,1,1,1,1,1,1
clpP2,1,1,1,1,1,1,1,1
group_3937,1,1,1,1,1,1,1,1
group_3934,1,1,1,1,1,1,1,1
group_3930,1,1,1,1,1,1,1,1
phuR,1,1,1,1,1,1,1,1
elaB,1,1,1,1,1,1,1,1
group_3922,1,1,1,1,1,1,1,1
csaA,1,1,1,1,1,1,1,1
group_3921,1,1,1,1,1,1,1,1
cbtB,1,1,1,1,1,1,1,1
group_3920,1,1,1,1,1,1,1,1
thiO,1,1,1,1,1,1,1,1
accB,1,1,1,1,1,1,1,1
pagL,1,1,1,1,1,1,1,1
group_3913,1,1,1,1,1,1,1,1
cgtA,1,1,1,1,1,1,1,1
group_3906,1,1,1,1,1,1,1,1
group_3905,1,1,1,1,1,1,1,1
ahpC,1,1,1,1,1,1,1,1
group_3903,1,1,1,1,1,1,1,1
group_3902,1,1,1,1,1,1,1,1
group_3901,1,1,1,1,1,1,1,1
group_3897,1,1,1,1,1,1,1,1
group_3894,1,1,1,1,1,1,1,1
tusE,1,1,1,1,1,1,1,1
group_3889,1,1,1,1,1,1,1,1
group_3888,1,1,1,1,1,1,1,1
group_3887,1,1,1,1,1,1,1,1
wapR,1,1,1,1,1,1,1,1
phnA,1,1,1,1,1,1,1,1
fumC2~~~aspA,1,1,1,1,1,1,1,1
rmd,1,1,1,1,1,1,1,1
kup,1,1,1,1,1,1,1,1
group_3881,1,1,1,1,1,1,1,1
group_3875,1,1,1,1,1,1,1,1
crp~~~cbpA,1,1,1,1,1,1,1,1
group_3857,1,1,1,1,1,1,1,1
group_3856,1,1,1,1,1,1,1,1
lasB,1,1,1,1,1,1,1,1
spoIIM,1,1,1,1,1,1,1,1
group_3849,1,1,1,1,1,1,1,1
group_3843,1,1,1,1,1,1,1,1
rspA,1,1,1,1,1,1,1,1
group_3837,1,1,1,1,1,1,1,1
group_3833,1,1,1,1,1,1,1,1
group_3827,1,1,1,1,1,1,1,1
group_3826,1,1,1,1,1,1,1,1
group_3824,1,1,1,1,1,1,1,1
fabB,1,1,1,1,1,1,1,1
group_3817,1,1,1,1,1,1,1,1
group_3816,1,1,1,1,1,1,1,1
group_3814,1,1,1,1,1,1,1,1
ospR,1,1,1,1,1,1,1,1
group_3813,1,1,1,1,1,1,1,1
group_3812,1,1,1,1,1,1,1,1
group_3810,1,1,1,1,1,1,1,1
group_3809,1,1,1,1,1,1,1,1
pilA,1,1,1,1,1,1,1,1
group_3807,1,1,1,1,1,1,1,1
group_3804,1,1,1,1,1,1,1,1
pirA~~~fepA,1,1,1,1,1,1,1,1
group_3803,1,1,1,1,1,1,1,1
hemX,1,1,1,1,1,1,1,1
group_3802,1,1,1,1,1,1,1,1
yidB,1,1,1,1,1,1,1,1
group_3800,1,1,1,1,1,1,1,1
group_3799,1,1,1,1,1,1,1,1
mpaA,1,1,1,1,1,1,1,1
group_3795,1,1,1,1,1,1,1,1
ycgR,1,1,1,1,1,1,1,1
group_3793,1,1,1,1,1,1,1,1
group_3789,1,1,1,1,1,1,1,1
group_3782,1,1,1,1,1,1,1,1
group_3747,1,1,1,1,1,1,1,1
group_3745,1,1,1,1,1,1,1,1
nirJ,1,1,1,1,1,1,1,1
group_3736,1,1,1,1,1,1,1,1
rbbA,1,1,1,1,1,1,1,1
leuS,1,1,1,1,1,1,1,1
group_3726,1,1,1,1,1,1,1,1
group_3722,1,1,1,1,1,1,1,1
sppA,1,1,1,1,1,1,1,1
group_3716,1,1,1,1,1,1,1,1
dapE,1,1,1,1,1,1,1,1
group_3714,1,1,1,1,1,1,1,1
group_3712,1,1,1,1,1,1,1,1
lolE,1,1,1,1,1,1,1,1
vgb,1,1,1,1,1,1,1,1
agaS,1,1,1,1,1,1,1,1
group_3681,1,1,1,1,1,1,1,1
ppnP,1,1,1,1,1,1,1,1
group_3676,1,1,1,1,1,1,1,1
asd,1,1,1,1,1,1,1,1
ppyR,1,1,1,1,1,1,1,1
dapD,1,1,1,1,1,1,1,1
group_3658,1,1,1,1,1,1,1,1
group_3657,1,1,1,1,1,1,1,1
group_3656,1,1,1,1,1,1,1,1
group_3655,1,1,1,1,1,1,1,1
afuA,1,1,1,1,1,1,1,1
group_3654,1,1,1,1,1,1,1,1
kdsB,1,1,1,1,1,1,1,1
nirH,1,1,1,1,1,1,1,1
hxuC,1,1,1,1,1,1,1,1
group_3648,1,1,1,1,1,1,1,1
pxpA3,1,1,1,1,1,1,1,1
degV,1,1,1,1,1,1,1,1
braE,1,1,1,1,1,1,1,1
ydhU,1,1,1,1,1,1,1,1
queC,1,1,1,1,1,1,1,1
accD,1,1,1,1,1,1,1,1
group_3636,1,1,1,1,1,1,1,1
ftsA,1,1,1,1,1,1,1,1
group_3635,1,1,1,1,1,1,1,1
yIH1,1,1,1,1,1,1,1,1
alkA,1,1,1,1,1,1,1,1
aroC,1,1,1,1,1,1,1,1
gcvH,1,1,1,1,1,1,1,1
group_3630,1,1,1,1,1,1,1,1
argP,1,1,1,1,1,1,1,1
group_3629,1,1,1,1,1,1,1,1
group_3625,1,1,1,1,1,1,1,1
icd,1,1,1,1,1,1,1,1
group_3621,1,1,1,1,1,1,1,1
pilB,1,1,1,1,1,1,1,1
catA,1,1,1,1,1,1,1,1
labA,1,1,1,1,1,1,1,1
group_3620,1,1,1,1,1,1,1,1
group_3619,1,1,1,1,1,1,1,1
cytC5,1,1,1,1,1,1,1,1
yhjY,1,1,1,1,1,1,1,1
group_3615,1,1,1,1,1,1,1,1
dsrH,1,1,1,1,1,1,1,1
group_3612,1,1,1,1,1,1,1,1
group_3611,1,1,1,1,1,1,1,1
fan1,1,1,1,1,1,1,1,1
group_3607,1,1,1,1,1,1,1,1
group_3605,1,1,1,1,1,1,1,1
rho,1,1,1,1,1,1,1,1
yhbQ,1,1,1,1,1,1,1,1
group_3604,1,1,1,1,1,1,1,1
group_3602,1,1,1,1,1,1,1,1
group_3601,1,1,1,1,1,1,1,1
group_3600,1,1,1,1,1,1,1,1
group_3599,1,1,1,1,1,1,1,1
group_3597,1,1,1,1,1,1,1,1
yceI,1,1,1,1,1,1,1,1
atu1564,1,1,1,1,1,1,1,1
group_3588,1,1,1,1,1,1,1,1
group_3584,1,1,1,1,1,1,1,1
group_3583,1,1,1,1,1,1,1,1
gckA,1,1,1,1,1,1,1,1
group_3577,1,1,1,1,1,1,1,1
group_3576,1,1,1,1,1,1,1,1
fepC,1,1,1,1,1,1,1,1
group_3575,1,1,1,1,1,1,1,1
tagH,1,1,1,1,1,1,1,1
group_3574,1,1,1,1,1,1,1,1
argD,1,1,1,1,1,1,1,1
yfiM,1,1,1,1,1,1,1,1
phuW,1,1,1,1,1,1,1,1
hemS,1,1,1,1,1,1,1,1
group_3568,1,1,1,1,1,1,1,1
dsd1,1,1,1,1,1,1,1,1
wspA~~~tar,1,1,1,1,1,1,1,1
flgN,1,1,1,1,1,1,1,1
group_3567,1,1,1,1,1,1,1,1
group_3564,1,1,1,1,1,1,1,1
group_3563,1,1,1,1,1,1,1,1
group_3562,1,1,1,1,1,1,1,1
fadE,1,1,1,1,1,1,1,1
cbtA,1,1,1,1,1,1,1,1
hemA,1,1,1,1,1,1,1,1
group_3557,1,1,1,1,1,1,1,1
group_3553,1,1,1,1,1,1,1,1
group_3552,1,1,1,1,1,1,1,1
pilR,1,1,1,1,1,1,1,1
group_3544,1,1,1,1,1,1,1,1
nnrS,1,1,1,1,1,1,1,1
group_3543,1,1,1,1,1,1,1,1
murI,1,1,1,1,1,1,1,1
rsmJ,1,1,1,1,1,1,1,1
truA,1,1,1,1,1,1,1,1
group_3537,1,1,1,1,1,1,1,1
group_3536,1,1,1,1,1,1,1,1
group_3532,1,1,1,1,1,1,1,1
ampD,1,1,1,1,1,1,1,1
nhaP,1,1,1,1,1,1,1,1
group_3527,1,1,1,1,1,1,1,1
group_3526,1,1,1,1,1,1,1,1
group_3525,1,1,1,1,1,1,1,1
group_3524,1,1,1,1,1,1,1,1
glpA,1,1,1,1,1,1,1,1
oca4~~~tpbA,1,1,1,1,1,1,1,1
group_3516,1,1,1,1,1,1,1,1
group_3515,1,1,1,1,1,1,1,1
trpD,1,1,1,1,1,1,1,1
group_3512,1,1,1,1,1,1,1,1
group_3509,1,1,1,1,1,1,1,1
group_3508,1,1,1,1,1,1,1,1
group_3506,1,1,1,1,1,1,1,1
cHASE1,1,1,1,1,1,1,1,1
group_3501,1,1,1,1,1,1,1,1
group_3500,1,1,1,1,1,1,1,1
group_3499,1,1,1,1,1,1,1,1
waaL,1,1,1,1,1,1,1,1
group_3497,1,1,1,1,1,1,1,1
group_3496,1,1,1,1,1,1,1,1
gmd,1,1,1,1,1,1,1,1
group_3495,1,1,1,1,1,1,1,1
group_3494,1,1,1,1,1,1,1,1
rimO,1,1,1,1,1,1,1,1
group_3490,1,1,1,1,1,1,1,1
group_3489,1,1,1,1,1,1,1,1
group_3483,1,1,1,1,1,1,1,1
pvdN,1,1,1,1,1,1,1,1
pvdF,1,1,1,1,1,1,1,1
group_3481,1,1,1,1,1,1,1,1
group_3480,1,1,1,1,1,1,1,1
aroG2,1,1,1,1,1,1,1,1
group_3479,1,1,1,1,1,1,1,1
lmbE,1,1,1,1,1,1,1,1
group_3470,1,1,1,1,1,1,1,1
ypfH,1,1,1,1,1,1,1,1
dauA,1,1,1,1,1,1,1,1
muxA,1,1,1,1,1,1,1,1
serS,1,1,1,1,1,1,1,1
yegS,1,1,1,1,1,1,1,1
chpB,1,1,1,1,1,1,1,1
pchP,1,1,1,1,1,1,1,1
aroK,1,1,1,1,1,1,1,1
elbB,1,1,1,1,1,1,1,1
tfoX,1,1,1,1,1,1,1,1
gldG,1,1,1,1,1,1,1,1
recJ,1,1,1,1,1,1,1,1
group_3445,1,1,1,1,1,1,1,1
group_3444,1,1,1,1,1,1,1,1
group_3442,1,1,1,1,1,1,1,1
uraA,1,1,1,1,1,1,1,1
blp2,1,1,1,1,1,1,1,1
group_3435,1,1,1,1,1,1,1,1
lEA,1,1,1,1,1,1,1,1
group_3433,1,1,1,1,1,1,1,1
group_3432,1,1,1,1,1,1,1,1
yrpB,1,1,1,1,1,1,1,1
selB,1,1,1,1,1,1,1,1
mngR,1,1,1,1,1,1,1,1
group_3423,1,1,1,1,1,1,1,1
group_3422,1,1,1,1,1,1,1,1
group_3421,1,1,1,1,1,1,1,1
group_3420,1,1,1,1,1,1,1,1
wspE~~~cheY,1,1,1,1,1,1,1,1
gltA,1,1,1,1,1,1,1,1
nfnB,1,1,1,1,1,1,1,1
group_3416,1,1,1,1,1,1,1,1
xseB,1,1,1,1,1,1,1,1
benA,1,1,1,1,1,1,1,1
group_3409,1,1,1,1,1,1,1,1
nfxB,1,1,1,1,1,1,1,1
purD,1,1,1,1,1,1,1,1
eno,1,1,1,1,1,1,1,1
corA,1,1,1,1,1,1,1,1
ppcD,1,1,1,1,1,1,1,1
group_3403,1,1,1,1,1,1,1,1
mntH1,1,1,1,1,1,1,1,1
group_3400,1,1,1,1,1,1,1,1
group_3399,1,1,1,1,1,1,1,1
group_3397,1,1,1,1,1,1,1,1
group_3394,1,1,1,1,1,1,1,1
sdaC,1,1,1,1,1,1,1,1
group_3393,1,1,1,1,1,1,1,1
group_3382,1,1,1,1,1,1,1,1
group_3381,1,1,1,1,1,1,1,1
group_3380,1,1,1,1,1,1,1,1
group_3379,1,1,1,1,1,1,1,1
group_3378,1,1,1,1,1,1,1,1
btuE,1,1,1,1,1,1,1,1
gntT,1,1,1,1,1,1,1,1
group_3377,1,1,1,1,1,1,1,1
lasA,1,1,1,1,1,1,1,1
group_3376,1,1,1,1,1,1,1,1
elyC,1,1,1,1,1,1,1,1
hemY~~~hemYx,1,1,1,1,1,1,1,1
glxA,1,1,1,1,1,1,1,1
group_3374,1,1,1,1,1,1,1,1
wzzB,1,1,1,1,1,1,1,1
group_3369,1,1,1,1,1,1,1,1
group_3368,1,1,1,1,1,1,1,1
ybjT,1,1,1,1,1,1,1,1
group_3367,1,1,1,1,1,1,1,1
group_3365,1,1,1,1,1,1,1,1
group_3363,1,1,1,1,1,1,1,1
cobL,1,1,1,1,1,1,1,1
parS,1,1,1,1,1,1,1,1
pcaQ,1,1,1,1,1,1,1,1
cysM,1,1,1,1,1,1,1,1
trpB,1,1,1,1,1,1,1,1
dodA,1,1,1,1,1,1,1,1
dauR,1,1,1,1,1,1,1,1
group_3354,1,1,1,1,1,1,1,1
group_3352,1,1,1,1,1,1,1,1
hemD,1,1,1,1,1,1,1,1
group_3351,1,1,1,1,1,1,1,1
group_3350,1,1,1,1,1,1,1,1
group_3349,1,1,1,1,1,1,1,1
argA,1,1,1,1,1,1,1,1
group_3348,1,1,1,1,1,1,1,1
group_3347,1,1,1,1,1,1,1,1
group_3346,1,1,1,1,1,1,1,1
mksB,1,1,1,1,1,1,1,1
group_3343,1,1,1,1,1,1,1,1
group_3342,1,1,1,1,1,1,1,1
group_3339,1,1,1,1,1,1,1,1
group_3334,1,1,1,1,1,1,1,1
group_3333,1,1,1,1,1,1,1,1
group_3332,1,1,1,1,1,1,1,1
group_3330,1,1,1,1,1,1,1,1
group_3329,1,1,1,1,1,1,1,1
kch,1,1,1,1,1,1,1,1
group_3327,1,1,1,1,1,1,1,1
group_3326,1,1,1,1,1,1,1,1
group_3325,1,1,1,1,1,1,1,1
yciW,1,1,1,1,1,1,1,1
envC,1,1,1,1,1,1,1,1
